task_id,answer,correct_answer
1351,cause-effect,sequence
1352,purpose,purpose
1353,cause,cause
1354,condition,condition
1355,cause-effect,joint
1356,cause,joint
1357,sequence,sequence
1358,purpose,purpose
1359,cause,contrast
1360,cause,cause
1361,joint,joint
1362,purpose,purpose
1363,contrast,contrast
1364,cause-effect,joint
1365,contrast,condition
1366,condition,elaboration
1367,cause-effect,condition
1368,background,attribution
1369,cause,elaboration
1370,condition,elaboration
1371,comparison,restatement
1372,cause,elaboration
1373,contrast,contrast
1374,cause-effect,sequence
1375,sequence,background
1376,contrast,contrast
1377,condition,condition
1378,cause-effect,joint
1379,cause-effect,cause
1380,cause-effect,cause
1381,evaluation,condition
1382,joint,joint
1383,elaboration,joint
1384,cause-effect,elaboration
1385,cause,sequence
1386,cause-effect,elaboration
1387,joint,joint
1388,contrast,comparison
1389,contrast,joint
1390,background,background
1391,purpose,purpose
1392,sequence,sequence
1393,cause-effect,joint
1394,motivation,evaluation
1395,contrast,evidence
1396,cause-effect,joint
1397,comparison,comparison
1398,contrast,joint
1399,elaboration,elaboration
1400,cause-effect,solutionhood
1401,contrast,evidence
1402,cause-effect,elaboration
1403,elaboration,evidence
1404,cause-effect,joint
1405,cause-effect,background
1406,evaluation,elaboration
1407,elaboration,elaboration
1408,background,cause-effect
1409,contrast,contrast
1410,cause-effect,preparation
1411,evidence,evidence
1412,cause,contrast
1413,cause-effect,cause
1414,elaboration,joint
1415,attribution,attribution
1416,contrast,elaboration
1417,contrast,concession
1418,contrast,evidence
1419,cause-effect,elaboration
1420,elaboration,elaboration
1421,contrast,preparation
1422,contrast,contrast
1423,condition,condition
1424,restatement,cause
1425,contrast,contrast
1426,elaboration,attribution
1427,cause,contrast
1428,sequence,elaboration
1429,cause,elaboration
1430,cause-effect,cause-effect
1431,contrast,contrast
1432,cause-effect,joint
1433,evaluation,evidence
1434,cause-effect,elaboration
1435,cause-effect,elaboration
1436,elaboration,elaboration
1437,cause-effect,condition
1438,cause-effect,elaboration
1439,evaluation,joint
1440,cause-effect,condition
1441,contrast,evidence
1442,contrast,concession
