task_id,answer,correct_answer
1351,sequence,sequence
1352,purpose,purpose
1353,cause,cause
1354,condition,condition
1355,cause-effect,joint
1356,cause,joint
1357,sequence,sequence
1358,purpose,purpose
1359,contrast,contrast
1360,cause,cause
1361,joint,joint
1362,purpose,purpose
1363,contrast,contrast
1364,cause,joint
1365,background,condition
1366,evaluation,elaboration
1367,background,condition
1368,attribution,attribution
1369,elaboration,elaboration
1370,evaluation,elaboration
1371,comparison,restatement
1372,elaboration,elaboration
1373,contrast,contrast
1374,restatement,sequence
1375,sequence,background
1376,contrast,contrast
1377,condition,condition
1378,cause-effect,joint
1379,cause,cause
1380,cause,cause
1381,attribution,condition
1382,joint,joint
1383,joint,joint
1384,evaluation,elaboration
1385,restatement,sequence
1386,evaluation,elaboration
1387,joint,joint
1388,comparison,comparison
1389,evidence,joint
1390,condition,background
1391,purpose,purpose
1392,sequence,sequence
1393,effect,joint
1394,elaboration,evaluation
1395,condition,evidence
1396,joint,joint
1397,comparison,comparison
1398,joint,joint
1399,elaboration,elaboration
1400,solutionhood,solutionhood
1401,contrast,evidence
1402,elaboration,elaboration
1403,evidence,evidence
1404,cause-effect,joint
1405,background,background
1406,elaboration,elaboration
1407,elaboration,elaboration
1408,joint,cause-effect
1409,contrast,contrast
1410,conclusion,preparation
1411,evidence,evidence
1412,evidence,contrast
1413,cause,cause
1414,joint,joint
1415,attribution,attribution
1416,sequence,elaboration
1417,concession,concession
1418,contrast,evidence
1419,sequence,elaboration
1420,elaboration,elaboration
1421,antithesis,preparation
1422,contrast,contrast
1423,condition,condition
1424,comparison,cause
1425,contrast,contrast
1426,attribution,attribution
1427,evidence,contrast
1428,sequence,elaboration
1429,elaboration,elaboration
1430,cause-effect,cause-effect
1431,contrast,contrast
1432,cause-effect,joint
1433,evidence,evidence
1434,elaboration,elaboration
1435,sequence,elaboration
1436,evaluation,elaboration
1437,cause,condition
1438,evaluation,elaboration
1439,evidence,joint
1440,background,condition
1441,contrast,evidence
1442,concession,concession
